Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards
REAL MADRID,REAL BETIS,5-0,2-0,7.2,9.2,3.4,69,31,6.0,11.0,21.0,4.0,11.0,24.0,91.0,9.0,24.0,12.0,3.0,0.0,0.0,3.0,1.0,7.0,3.0,4.0,18.0,77.0,2.0,31.0,14.0,3.0,0.0,0.0
EIBAR,ATHLETIC,2-0,1-0,4.2,7.8,4.7,43,57,0.0,8.0,9.0,1.0,11.0,19.0,67.0,31.0,23.0,14.0,2.0,0.0,0.0,5.0,1.0,9.0,3.0,4.0,12.0,75.0,20.0,21.0,13.0,2.0,0.0,0.0
VALENCIA,DEPORTIVO,1-1,1-1,4.9,6.0,7.0,54,46,3.0,6.0,12.0,3.0,5.0,37.0,76.0,25.0,14.0,13.0,3.0,1.0,0.0,6.0,3.0,12.0,3.0,7.0,18.0,74.0,12.0,20.0,16.0,1.0,0.0,0.0
SEVILLA FC,ATLETICO MADRID,0-3,0-1,6.6,5.4,7.6,62,38,6.0,7.0,25.0,12.0,11.0,18.0,82.0,19.0,22.0,17.0,3.0,0.0,0.0,7.0,7.0,17.0,3.0,1.0,17.0,76.0,23.0,41.0,13.0,4.0,0.0,0.0
GETAFE,GRANADA,1-2,0-2,5.7,5.4,6.9,61,39,7.0,4.0,16.0,5.0,6.0,33.0,79.0,12.0,22.0,16.0,5.0,0.0,0.0,3.0,4.0,9.0,2.0,6.0,23.0,67.0,12.0,29.0,15.0,3.0,0.0,0.0
LAS PALMAS,LEVANTE,0-0,0-0,1.8,6.6,5.7,66,34,10.0,2.0,16.0,4.0,3.0,31.0,79.0,31.0,22.0,14.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,20.0,60.0,19.0,28.0,21.0,4.0,0.0,0.0
LEVANTE,SEVILLA FC,1-1,0-1,4.3,6.1,6.3,54,46,7.0,4.0,14.0,3.0,5.0,25.0,77.0,18.0,22.0,12.0,3.0,0.0,0.0,3.0,3.0,8.0,2.0,4.0,38.0,74.0,29.0,31.0,8.0,3.0,0.0,0.0
ESPANYOL,REAL MADRID,0-6,0-4,6.9,3.8,9.1,53,47,6.0,3.0,14.0,5.0,5.0,14.0,88.0,5.0,17.0,19.0,2.0,0.0,0.0,5.0,8.0,15.0,2.0,6.0,13.0,86.0,10.0,17.0,10.0,2.0,0.0,0.0
GIJÓN,VALENCIA,0-1,0-0,4.7,6.2,6.2,40,60,3.0,8.0,15.0,4.0,4.0,21.0,70.0,17.0,33.0,16.0,3.0,0.0,0.0,7.0,3.0,17.0,7.0,6.0,19.0,84.0,26.0,22.0,11.0,3.0,0.0,0.0
ATLETICO MADRID,BARCELONA,1-2,0-0,5.9,6.0,7.3,31,69,5.0,3.0,11.0,3.0,1.0,18.0,77.0,9.0,22.0,17.0,3.0,0.0,0.0,5.0,5.0,13.0,3.0,10.0,26.0,88.0,8.0,9.0,5.0,1.0,0.0,0.0
REAL BETIS,REAL SOCIEDAD,1-0,1-0,3.2,6.2,6.0,39,61,6.0,2.0,9.0,1.0,2.0,18.0,70.0,12.0,30.0,12.0,5.0,1.0,0.0,6.0,3.0,14.0,5.0,4.0,38.0,80.0,18.0,18.0,10.0,3.0,0.0,0.0
GRANADA,VILLARREAL,1-3,0-0,6.0,5.3,7.5,56,44,7.0,2.0,13.0,4.0,8.0,29.0,79.0,14.0,26.0,16.0,2.0,0.0,0.0,2.0,5.0,8.0,1.0,6.0,26.0,72.0,6.0,28.0,21.0,4.0,0.0,0.0
ATHLETIC,GETAFE,3-1,2-0,6.1,7.6,5.5,54,46,6.0,6.0,14.0,2.0,12.0,28.0,76.0,28.0,23.0,12.0,1.0,0.0,0.0,5.0,4.0,12.0,3.0,5.0,20.0,69.0,18.0,31.0,15.0,4.0,0.0,0.0
CELTA,LAS PALMAS,3-3,2-1,9.9,7.0,6.4,68,32,7.0,12.0,25.0,6.0,7.0,16.0,88.0,6.0,9.0,19.0,0.0,0.0,0.0,5.0,4.0,9.0,0.0,2.0,18.0,73.0,10.0,27.0,14.0,3.0,0.0,1.0
MÁLAGA,EIBAR,0-0,0-0,2.2,7.1,5.7,54,46,6.0,4.0,10.0,0.0,7.0,34.0,75.0,22.0,18.0,11.0,2.0,0.0,0.0,5.0,1.0,7.0,2.0,3.0,23.0,68.0,10.0,29.0,13.0,4.0,0.0,0.0
RAYO VALLECANO,DEPORTIVO,1-3,1-2,5.7,4.9,7.6,64,36,4.0,2.0,8.0,2.0,5.0,39.0,81.0,15.0,16.0,12.0,2.0,0.0,1.0,4.0,8.0,14.0,2.0,4.0,22.0,66.0,27.0,31.0,10.0,2.0,0.0,0.0
GETAFE,MÁLAGA,1-0,1-0,3.3,6.1,6.0,39,61,5.0,4.0,10.0,1.0,4.0,25.0,70.0,17.0,46.0,18.0,5.0,0.0,0.0,6.0,3.0,13.0,4.0,7.0,31.0,78.0,13.0,18.0,11.0,2.0,0.0,0.0
REAL MADRID,GRANADA,1-0,0-0,4.4,7.6,5.4,67,33,8.0,10.0,20.0,2.0,10.0,31.0,88.0,6.0,11.0,9.0,1.0,0.0,0.0,5.0,3.0,12.0,4.0,1.0,19.0,73.0,6.0,15.0,15.0,3.0,0.0,0.0
VALENCIA,REAL BETIS,0-0,0-0,2.7,7.0,5.6,67,33,7.0,5.0,22.0,10.0,7.0,20.0,86.0,12.0,15.0,17.0,4.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,25.0,67.0,13.0,30.0,15.0,3.0,1.0,0.0
EIBAR,ATLETICO MADRID,0-2,0-0,4.2,5.6,7.5,41,59,3.0,3.0,9.0,3.0,1.0,22.0,72.0,16.0,27.0,13.0,2.0,0.0,0.0,6.0,6.0,14.0,2.0,4.0,23.0,83.0,15.0,23.0,7.0,1.0,0.0,0.0
REAL SOCIEDAD,ESPANYOL,2-3,1-1,8.9,5.4,7.0,51,49,7.0,3.0,10.0,0.0,7.0,23.0,80.0,13.0,19.0,15.0,2.0,0.0,1.0,4.0,6.0,18.0,8.0,6.0,14.0,78.0,18.0,26.0,16.0,3.0,0.0,0.0
SEVILLA FC,CELTA,1-2,0-2,6.4,6.0,6.4,45,55,6.0,5.0,13.0,2.0,5.0,17.0,75.0,17.0,17.0,16.0,3.0,0.0,0.0,7.0,5.0,15.0,3.0,5.0,14.0,83.0,13.0,25.0,16.0,5.0,1.0,0.0
DEPORTIVO,GIJÓN,2-3,2-3,7.7,6.1,6.8,62,38,5.0,9.0,19.0,5.0,8.0,34.0,79.0,11.0,15.0,11.0,3.0,0.0,0.0,0.0,4.0,4.0,0.0,3.0,19.0,69.0,17.0,40.0,16.0,3.0,0.0,0.0
VILLARREAL,ATHLETIC,3-1,1-0,7.0,7.4,5.0,46,54,5.0,7.0,14.0,2.0,9.0,32.0,70.0,26.0,19.0,17.0,4.0,0.0,0.0,5.0,2.0,10.0,3.0,4.0,29.0,71.0,28.0,25.0,6.0,4.0,0.0,0.0
BARCELONA,LEVANTE,4-1,0-0,6.6,7.8,4.5,70,30,8.0,8.0,21.0,5.0,4.0,16.0,90.0,10.0,8.0,8.0,0.0,0.0,0.0,4.0,4.0,11.0,3.0,4.0,20.0,74.0,9.0,21.0,15.0,1.0,0.0,0.0
LAS PALMAS,RAYO VALLECANO,0-1,0-1,3.2,5.6,6.9,51,49,6.0,2.0,8.0,0.0,3.0,33.0,66.0,26.0,19.0,13.0,3.0,0.0,0.0,8.0,6.0,17.0,3.0,5.0,24.0,69.0,29.0,20.0,19.0,5.0,0.0,0.0
ATLETICO MADRID,GETAFE,2-0,1-0,4.2,7.4,6.0,54,46,6.0,3.0,12.0,3.0,6.0,29.0,84.0,16.0,12.0,14.0,3.0,0.0,0.0,2.0,2.0,6.0,2.0,1.0,29.0,79.0,7.0,10.0,10.0,2.0,0.0,0.0
ESPANYOL,VALENCIA,1-0,1-0,3.9,6.6,6.2,48,52,6.0,5.0,17.0,6.0,7.0,32.0,77.0,10.0,15.0,22.0,5.0,0.0,0.0,4.0,4.0,10.0,2.0,6.0,21.0,79.0,16.0,30.0,14.0,7.0,0.0,0.0
GRANADA,REAL SOCIEDAD,0-3,0-2,4.5,4.5,7.9,51,49,5.0,1.0,11.0,5.0,4.0,42.0,72.0,27.0,23.0,20.0,5.0,0.0,0.0,2.0,5.0,8.0,1.0,3.0,23.0,70.0,30.0,37.0,18.0,4.0,0.0,0.0
LEVANTE,EIBAR,2-2,0-1,7.1,6.2,6.4,59,41,6.0,2.0,12.0,4.0,4.0,37.0,76.0,16.0,14.0,13.0,2.0,0.0,0.0,2.0,4.0,10.0,4.0,7.0,25.0,66.0,23.0,25.0,23.0,5.0,0.0,0.0
RAYO VALLECANO,GIJÓN,2-1,1-0,5.2,6.9,5.4,64,36,8.0,6.0,18.0,4.0,4.0,22.0,82.0,21.0,20.0,14.0,2.0,0.0,0.0,1.0,2.0,6.0,3.0,4.0,26.0,66.0,18.0,38.0,18.0,2.0,1.0,0.0
CELTA,BARCELONA,4-1,2-0,7.4,7.7,5.5,44,56,8.0,5.0,18.0,5.0,5.0,18.0,76.0,10.0,17.0,19.0,2.0,0.0,0.0,8.0,7.0,18.0,3.0,10.0,13.0,80.0,15.0,11.0,4.0,2.0,0.0,0.0
ATHLETIC,REAL MADRID,1-2,0-1,6.5,5.7,7.4,44,56,4.0,5.0,12.0,3.0,6.0,12.0,81.0,15.0,15.0,16.0,4.0,0.0,0.0,10.0,6.0,22.0,6.0,8.0,18.0,85.0,16.0,28.0,9.0,3.0,0.0,0.0
MÁLAGA,VILLARREAL,0-1,0-0,3.4,5.7,6.6,58,42,5.0,4.0,15.0,6.0,8.0,28.0,77.0,24.0,21.0,18.0,2.0,0.0,0.0,4.0,3.0,9.0,2.0,5.0,24.0,66.0,24.0,42.0,14.0,3.0,0.0,0.0
LAS PALMAS,SEVILLA FC,2-0,1-0,4.4,7.6,5.4,43,57,3.0,4.0,12.0,5.0,5.0,21.0,69.0,16.0,24.0,9.0,3.0,0.0,0.0,9.0,3.0,17.0,5.0,5.0,24.0,74.0,33.0,15.0,13.0,4.0,0.0,0.0
REAL BETIS,DEPORTIVO,1-2,0-0,5.3,5.2,7.2,60,40,7.0,2.0,9.0,0.0,3.0,22.0,79.0,16.0,14.0,11.0,3.0,0.0,0.0,5.0,3.0,8.0,0.0,4.0,24.0,72.0,18.0,23.0,21.0,5.0,0.0,0.0
VALENCIA,GRANADA,1-0,1-0,4.1,7.0,6.3,48,52,7.0,5.0,12.0,0.0,11.0,27.0,78.0,12.0,26.0,19.0,3.0,0.0,0.0,10.0,3.0,18.0,5.0,3.0,20.0,78.0,16.0,26.0,20.0,3.0,0.0,0.0
BARCELONA,LAS PALMAS,2-1,1-0,6.2,6.2,5.9,67,33,8.0,6.0,18.0,4.0,3.0,15.0,88.0,12.0,11.0,12.0,2.0,0.0,0.0,3.0,6.0,10.0,1.0,4.0,18.0,72.0,7.0,19.0,23.0,4.0,0.0,0.0
REAL MADRID,MÁLAGA,0-0,0-0,4.4,6.2,6.4,69,31,17.0,9.0,31.0,5.0,12.0,22.0,92.0,7.0,12.0,11.0,4.0,0.0,0.0,4.0,3.0,12.0,5.0,6.0,9.0,76.0,4.0,34.0,10.0,3.0,0.0,1.0
SEVILLA FC,RAYO VALLECANO,3-2,2-0,8.7,6.5,5.3,48,52,4.0,8.0,16.0,4.0,6.0,25.0,77.0,15.0,14.0,9.0,1.0,0.0,0.0,9.0,5.0,18.0,4.0,5.0,20.0,81.0,13.0,21.0,18.0,3.0,1.0,0.0
VILLARREAL,ATLETICO MADRID,1-0,1-0,3.0,7.2,6.2,48,52,2.0,2.0,5.0,1.0,1.0,22.0,80.0,15.0,42.0,11.0,2.0,0.0,0.0,3.0,4.0,9.0,2.0,5.0,37.0,78.0,17.0,10.0,15.0,2.0,0.0,0.0
EIBAR,CELTA,1-1,1-0,3.8,6.2,6.4,34,66,2.0,3.0,10.0,5.0,4.0,16.0,59.0,19.0,27.0,25.0,5.0,0.0,0.0,4.0,2.0,9.0,3.0,4.0,27.0,80.0,24.0,22.0,16.0,4.0,0.0,0.0
GIJÓN,REAL BETIS,1-2,1-0,6.7,6.9,6.5,56,44,5.0,10.0,19.0,4.0,10.0,20.0,84.0,20.0,13.0,11.0,1.0,0.0,0.0,7.0,5.0,13.0,1.0,4.0,23.0,82.0,19.0,33.0,9.0,1.0,0.0,0.0
DEPORTIVO,ESPANYOL,3-0,2-0,5.8,7.8,4.1,48,52,7.0,5.0,14.0,2.0,7.0,20.0,82.0,14.0,18.0,11.0,3.0,0.0,0.0,2.0,3.0,7.0,2.0,5.0,27.0,83.0,16.0,20.0,11.0,4.0,1.0,0.0
GETAFE,LEVANTE,3-0,0-0,6.3,7.4,5.1,58,42,5.0,9.0,16.0,2.0,4.0,34.0,77.0,15.0,13.0,11.0,2.0,0.0,0.0,5.0,3.0,10.0,2.0,4.0,23.0,69.0,24.0,29.0,10.0,3.0,0.0,0.0
REAL SOCIEDAD,ATHLETIC,0-0,0-0,2.3,6.5,6.3,47,53,6.0,4.0,15.0,5.0,4.0,26.0,65.0,22.0,28.0,15.0,3.0,0.0,0.0,5.0,2.0,10.0,3.0,2.0,38.0,69.0,31.0,24.0,19.0,4.0,0.0,0.0
CELTA,GETAFE,0-0,0-0,3.9,6.9,5.8,67,33,9.0,7.0,18.0,2.0,9.0,17.0,80.0,20.0,10.0,12.0,1.0,0.0,0.0,5.0,3.0,9.0,1.0,1.0,28.0,64.0,17.0,25.0,18.0,5.0,0.0,0.0
SEVILLA FC,BARCELONA,2-1,0-0,8.0,6.3,6.3,37,63,5.0,5.0,12.0,2.0,7.0,12.0,72.0,15.0,27.0,16.0,5.0,0.0,0.0,8.0,9.0,28.0,11.0,9.0,26.0,86.0,12.0,12.0,16.0,3.0,0.0,0.0
GRANADA,DEPORTIVO,1-1,0-1,4.5,6.0,6.5,53,47,7.0,3.0,10.0,0.0,2.0,32.0,70.0,11.0,19.0,13.0,1.0,0.0,0.0,8.0,3.0,14.0,3.0,5.0,34.0,68.0,21.0,23.0,21.0,3.0,0.0,0.0
ESPANYOL,GIJÓN,1-2,0-1,7.0,5.7,7.2,55,45,2.0,9.0,13.0,2.0,9.0,17.0,82.0,14.0,14.0,18.0,3.0,0.0,0.0,8.0,2.0,12.0,2.0,1.0,25.0,77.0,10.0,24.0,16.0,3.0,0.0,0.0
LAS PALMAS,EIBAR,0-2,0-1,4.1,6.0,6.7,62,38,11.0,4.0,18.0,3.0,3.0,25.0,82.0,17.0,18.0,5.0,2.0,0.0,0.0,3.0,4.0,9.0,2.0,1.0,25.0,62.0,21.0,25.0,16.0,2.0,0.0,0.0
MÁLAGA,REAL SOCIEDAD,3-1,2-1,7.2,7.5,4.8,36,64,2.0,7.0,11.0,2.0,2.0,16.0,71.0,18.0,24.0,15.0,4.0,1.0,0.0,6.0,5.0,13.0,2.0,4.0,25.0,82.0,20.0,22.0,16.0,2.0,0.0,0.0
RAYO VALLECANO,REAL BETIS,0-2,0-1,5.1,5.9,6.3,67,33,11.0,9.0,23.0,3.0,8.0,35.0,81.0,17.0,15.0,13.0,4.0,0.0,0.0,2.0,6.0,9.0,1.0,3.0,27.0,55.0,16.0,27.0,14.0,2.0,0.0,0.0
ATHLETIC,VALENCIA,3-1,1-1,6.3,7.4,5.6,50,50,5.0,7.0,16.0,4.0,10.0,23.0,79.0,13.0,20.0,12.0,0.0,0.0,0.0,3.0,4.0,9.0,2.0,4.0,16.0,81.0,13.0,22.0,9.0,3.0,0.0,0.0
LEVANTE,VILLARREAL,1-0,0-0,3.5,6.6,5.7,48,52,5.0,4.0,14.0,5.0,8.0,21.0,73.0,18.0,6.0,15.0,4.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,23.0,76.0,11.0,29.0,17.0,4.0,1.0,0.0
ATLETICO MADRID,REAL MADRID,1-1,0-1,4.9,6.0,6.5,46,54,7.0,4.0,18.0,7.0,5.0,23.0,83.0,20.0,16.0,19.0,6.0,0.0,0.0,6.0,2.0,9.0,1.0,1.0,17.0,86.0,13.0,19.0,12.0,4.0,0.0,0.0
REAL MADRID,LEVANTE,3-0,2-0,6.0,7.9,5.1,58,42,12.0,6.0,20.0,2.0,4.0,13.0,89.0,14.0,17.0,8.0,1.0,0.0,0.0,6.0,5.0,15.0,4.0,4.0,26.0,80.0,14.0,14.0,10.0,4.0,0.0,0.0
EIBAR,SEVILLA FC,1-1,1-0,4.4,6.4,6.3,42,58,7.0,4.0,14.0,3.0,2.0,30.0,67.0,22.0,32.0,16.0,2.0,0.0,0.0,5.0,5.0,15.0,5.0,5.0,32.0,72.0,15.0,17.0,9.0,3.0,0.0,0.0
BARCELONA,RAYO VALLECANO,5-2,2-1,8.7,7.4,4.8,45,55,4.0,9.0,14.0,1.0,7.0,14.0,82.0,14.0,22.0,8.0,1.0,0.0,0.0,7.0,8.0,22.0,7.0,10.0,15.0,83.0,4.0,10.0,15.0,2.0,0.0,0.0
VALENCIA,MÁLAGA,3-0,2-0,5.3,7.0,5.3,49,51,3.0,3.0,7.0,1.0,6.0,21.0,79.0,11.0,21.0,18.0,3.0,0.0,0.0,6.0,3.0,10.0,1.0,8.0,30.0,73.0,17.0,23.0,21.0,3.0,0.0,0.0
REAL BETIS,ESPANYOL,1-3,0-1,6.8,5.7,7.1,59,41,10.0,6.0,21.0,5.0,4.0,27.0,81.0,15.0,8.0,18.0,2.0,0.0,0.0,5.0,4.0,13.0,4.0,3.0,19.0,70.0,9.0,29.0,21.0,4.0,0.0,0.0
VILLARREAL,CELTA,1-2,0-1,6.4,5.7,7.0,33,67,7.0,3.0,12.0,2.0,7.0,11.0,69.0,9.0,13.0,10.0,2.0,1.0,0.0,10.0,2.0,13.0,1.0,4.0,20.0,86.0,15.0,16.0,12.0,3.0,0.0,0.0
REAL SOCIEDAD,ATLETICO MADRID,0-2,0-1,4.5,4.7,7.5,58,42,5.0,1.0,11.0,5.0,5.0,28.0,80.0,18.0,13.0,14.0,6.0,2.0,0.0,3.0,3.0,7.0,1.0,2.0,28.0,76.0,15.0,39.0,11.0,5.0,0.0,0.0
GETAFE,LAS PALMAS,4-0,2-0,6.4,7.8,4.9,41,59,5.0,7.0,14.0,2.0,5.0,19.0,81.0,11.0,16.0,18.0,2.0,0.0,0.0,8.0,3.0,16.0,5.0,1.0,17.0,87.0,10.0,14.0,15.0,1.0,0.0,1.0
DEPORTIVO,ATHLETIC,2-2,0-1,7.8,6.8,6.2,57,43,10.0,3.0,17.0,4.0,4.0,24.0,78.0,16.0,24.0,9.0,2.0,0.0,0.0,4.0,2.0,7.0,1.0,6.0,23.0,71.0,27.0,18.0,18.0,2.0,0.0,0.0
GIJÓN,GRANADA,3-3,1-2,10.0,6.6,5.7,67,33,8.0,6.0,16.0,2.0,6.0,28.0,79.0,20.0,6.0,10.0,3.0,0.0,0.0,6.0,7.0,14.0,1.0,1.0,21.0,62.0,19.0,31.0,13.0,6.0,2.0,0.0
RAYO VALLECANO,ESPANYOL,3-0,1-0,6.6,7.7,3.9,67,33,3.0,7.0,13.0,3.0,6.0,31.0,84.0,15.0,11.0,15.0,3.0,1.0,0.0,2.0,3.0,9.0,4.0,5.0,30.0,67.0,9.0,26.0,11.0,2.0,1.0,0.0
CELTA,REAL MADRID,1-3,0-2,7.8,5.1,7.4,50,50,8.0,7.0,17.0,2.0,5.0,12.0,84.0,16.0,24.0,17.0,5.0,1.0,0.0,4.0,8.0,14.0,2.0,7.0,13.0,80.0,12.0,19.0,16.0,1.0,0.0,0.0
GRANADA,REAL BETIS,1-1,1-1,4.1,6.3,6.4,40,60,9.0,6.0,17.0,2.0,3.0,27.0,59.0,23.0,27.0,8.0,3.0,0.0,0.0,1.0,2.0,8.0,5.0,3.0,37.0,73.0,17.0,20.0,11.0,3.0,0.0,0.0
SEVILLA FC,GETAFE,5-0,2-0,6.9,9.6,3.0,57,43,8.0,13.0,22.0,1.0,7.0,5.0,89.0,8.0,10.0,18.0,1.0,0.0,0.0,4.0,0.0,6.0,2.0,3.0,11.0,81.0,12.0,15.0,15.0,2.0,1.0,0.0
MÁLAGA,DEPORTIVO,2-0,0-0,3.9,7.3,5.6,49,51,3.0,4.0,9.0,2.0,3.0,33.0,74.0,12.0,19.0,11.0,0.0,0.0,0.0,7.0,1.0,10.0,2.0,5.0,28.0,73.0,20.0,21.0,10.0,1.0,0.0,0.0
LEVANTE,REAL SOCIEDAD,0-4,0-2,6.5,4.4,8.4,57,43,6.0,3.0,13.0,4.0,10.0,28.0,72.0,21.0,17.0,24.0,4.0,1.0,0.0,6.0,6.0,13.0,1.0,3.0,22.0,67.0,28.0,39.0,15.0,3.0,0.0,0.0
LAS PALMAS,VILLARREAL,0-0,0-0,1.7,7.0,6.1,60,40,1.0,2.0,6.0,3.0,6.0,38.0,78.0,14.0,29.0,12.0,1.0,0.0,0.0,3.0,0.0,5.0,2.0,6.0,35.0,70.0,26.0,19.0,14.0,2.0,0.0,0.0
BARCELONA,EIBAR,3-1,1-1,6.0,6.7,5.4,69,31,8.0,5.0,14.0,1.0,6.0,20.0,85.0,17.0,15.0,14.0,3.0,0.0,1.0,2.0,5.0,7.0,0.0,2.0,27.0,62.0,12.0,19.0,18.0,5.0,0.0,0.0
ATLETICO MADRID,VALENCIA,2-1,2-0,5.6,7.4,5.6,50,50,5.0,8.0,16.0,3.0,9.0,26.0,77.0,20.0,16.0,26.0,4.0,0.0,0.0,3.0,1.0,6.0,2.0,2.0,22.0,78.0,18.0,27.0,10.0,4.0,0.0,0.0
ATHLETIC,GIJÓN,3-0,2-0,5.3,7.5,4.0,51,49,12.0,6.0,20.0,2.0,9.0,15.0,77.0,33.0,23.0,8.0,1.0,0.0,0.0,4.0,0.0,6.0,2.0,3.0,28.0,77.0,15.0,17.0,15.0,3.0,0.0,0.0
DEPORTIVO,ATLETICO MADRID,1-1,0-1,4.8,7.3,6.4,43,57,4.0,3.0,7.0,0.0,1.0,30.0,79.0,18.0,15.0,4.0,2.0,0.0,0.0,4.0,3.0,12.0,5.0,5.0,28.0,82.0,9.0,12.0,9.0,0.0,0.0,0.0
REAL MADRID,LAS PALMAS,3-1,3-1,6.6,7.4,5.6,52,48,6.0,11.0,17.0,0.0,6.0,22.0,89.0,3.0,9.0,12.0,0.0,0.0,0.0,3.0,5.0,8.0,0.0,3.0,18.0,87.0,7.0,19.0,9.0,3.0,0.0,0.0
