Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards
REAL SOCIEDAD,VILLARREAL,3-0,3-0,5.3,7.9,4.8,61,39,4.0,9.0,15.0,2.0,9.0,20.0,87.0,19.0,17.0,12.0,2.0,0.0,0.0,3.0,1.0,6.0,2.0,4.0,21.0,78.0,15.0,21.0,22.0,2.0,0.0,0.0
REAL BETIS,CELTA,2-1,1-1,5.2,6.5,5.7,46,54,7.0,3.0,10.0,0.0,4.0,17.0,82.0,15.0,19.0,13.0,2.0,0.0,0.0,7.0,1.0,9.0,1.0,6.0,20.0,84.0,16.0,10.0,9.0,2.0,0.0,0.0
ALAVÉS,BARCELONA,0-2,0-0,6.0,4.9,7.7,27,73,3.0,2.0,11.0,6.0,1.0,7.0,73.0,8.0,30.0,12.0,2.0,0.0,0.0,5.0,11.0,23.0,7.0,14.0,23.0,90.0,6.0,7.0,10.0,3.0,0.0,0.0
LEVANTE,DEPORTIVO,2-2,1-2,8.4,5.7,6.4,57,43,13.0,5.0,24.0,6.0,6.0,34.0,85.0,15.0,8.0,11.0,1.0,1.0,0.0,5.0,4.0,11.0,2.0,5.0,15.0,78.0,9.0,34.0,12.0,2.0,0.0,0.0
GIRONA,MÁLAGA,1-0,1-0,3.2,6.5,5.8,44,56,7.0,4.0,15.0,4.0,2.0,25.0,80.0,22.0,20.0,11.0,3.0,0.0,0.0,3.0,2.0,7.0,2.0,3.0,20.0,82.0,7.0,20.0,15.0,4.0,0.0,0.0
LAS PALMAS,ATLETICO MADRID,1-5,0-2,6.3,4.5,8.2,62,38,5.0,4.0,11.0,2.0,4.0,25.0,88.0,3.0,15.0,11.0,4.0,0.0,0.0,2.0,6.0,8.0,0.0,2.0,18.0,80.0,13.0,22.0,9.0,1.0,0.0,0.0
ESPANYOL,LEGANÉS,0-1,0-1,3.6,5.3,7.4,60,40,9.0,2.0,15.0,4.0,9.0,16.0,76.0,16.0,8.0,10.0,3.0,0.0,0.0,3.0,8.0,12.0,1.0,1.0,18.0,70.0,23.0,36.0,14.0,3.0,0.0,0.0
EIBAR,ATHLETIC,0-1,0-1,3.6,5.6,6.7,56,44,4.0,5.0,14.0,5.0,4.0,32.0,73.0,24.0,27.0,14.0,2.0,1.0,0.0,3.0,4.0,9.0,2.0,3.0,27.0,67.0,20.0,24.0,11.0,1.0,0.0,0.0
GETAFE,SEVILLA FC,0-1,0-0,3.2,5.7,7.0,43,57,8.0,3.0,15.0,4.0,7.0,35.0,66.0,14.0,15.0,20.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,5.0,26.0,78.0,11.0,43.0,10.0,1.0,0.0,0.0
REAL MADRID,VALENCIA,2-2,1-1,8.4,6.7,5.9,65,35,12.0,6.0,22.0,4.0,13.0,24.0,91.0,8.0,5.0,12.0,3.0,0.0,0.0,2.0,3.0,7.0,2.0,4.0,9.0,78.0,15.0,28.0,12.0,5.0,0.0,0.0
LEGANÉS,GETAFE,1-2,0-1,6.0,6.0,5.9,61,39,4.0,7.0,11.0,0.0,2.0,30.0,74.0,17.0,8.0,14.0,1.0,0.0,0.0,5.0,2.0,10.0,3.0,4.0,24.0,58.0,13.0,24.0,20.0,2.0,0.0,0.0
REAL MADRID,LEVANTE,1-1,1-1,5.6,6.8,5.7,68,32,7.0,10.0,18.0,1.0,13.0,25.0,87.0,15.0,9.0,9.0,2.0,0.0,1.0,1.0,2.0,5.0,2.0,3.0,14.0,71.0,11.0,36.0,16.0,3.0,0.0,0.0
VALENCIA,ATLETICO MADRID,0-0,0-0,2.3,6.7,6.9,49,51,5.0,0.0,11.0,6.0,4.0,21.0,82.0,12.0,14.0,16.0,1.0,0.0,0.0,6.0,4.0,13.0,3.0,3.0,25.0,82.0,12.0,23.0,14.0,0.0,0.0,0.0
SEVILLA FC,EIBAR,3-0,0-0,5.5,7.7,5.5,60,40,5.0,6.0,12.0,1.0,6.0,23.0,80.0,16.0,10.0,14.0,1.0,0.0,0.0,2.0,2.0,7.0,3.0,5.0,21.0,67.0,19.0,13.0,18.0,1.0,0.0,0.0
BARCELONA,ESPANYOL,5-0,2-0,7.0,9.1,3.6,76,24,6.0,9.0,20.0,5.0,8.0,24.0,89.0,11.0,20.0,11.0,1.0,0.0,0.0,5.0,1.0,9.0,3.0,7.0,17.0,65.0,5.0,20.0,18.0,5.0,0.0,0.0
DEPORTIVO,REAL SOCIEDAD,2-4,1-2,8.1,5.8,7.0,42,58,4.0,4.0,11.0,3.0,5.0,15.0,73.0,17.0,15.0,18.0,1.0,0.0,0.0,7.0,4.0,15.0,4.0,7.0,16.0,82.0,17.0,30.0,14.0,3.0,0.0,0.0
ATHLETIC,GIRONA,2-0,1-0,4.7,6.0,5.6,49,51,2.0,4.0,7.0,1.0,6.0,21.0,76.0,15.0,31.0,19.0,4.0,0.0,0.0,3.0,7.0,12.0,2.0,4.0,21.0,77.0,11.0,19.0,18.0,6.0,0.0,0.0
CELTA,ALAVÉS,1-0,1-0,3.8,6.3,5.7,67,33,10.0,3.0,20.0,7.0,9.0,21.0,86.0,20.0,10.0,17.0,4.0,0.0,0.0,2.0,3.0,5.0,0.0,4.0,14.0,70.0,15.0,15.0,17.0,4.0,0.0,0.0
VILLARREAL,REAL BETIS,3-1,1-1,6.2,7.0,5.2,48,52,5.0,7.0,14.0,2.0,4.0,25.0,87.0,10.0,20.0,9.0,3.0,0.0,0.0,1.0,3.0,8.0,4.0,3.0,9.0,86.0,9.0,28.0,9.0,0.0,0.0,0.0
MÁLAGA,LAS PALMAS,1-3,0-1,6.5,5.0,7.3,49,51,6.0,6.0,14.0,2.0,3.0,26.0,78.0,18.0,11.0,22.0,4.0,0.0,0.0,2.0,8.0,10.0,0.0,2.0,19.0,77.0,17.0,21.0,11.0,2.0,0.0,0.0
EIBAR,LEGANÉS,1-0,0-0,2.9,6.7,5.2,57,43,4.0,4.0,10.0,2.0,8.0,34.0,65.0,24.0,30.0,15.0,2.0,0.0,0.0,1.0,2.0,5.0,2.0,1.0,41.0,52.0,29.0,25.0,20.0,5.0,0.0,0.0
LEVANTE,VALENCIA,1-1,1-1,4.3,6.1,6.9,46,54,2.0,2.0,9.0,5.0,1.0,27.0,74.0,14.0,22.0,21.0,2.0,0.0,0.0,6.0,5.0,13.0,2.0,3.0,20.0,79.0,18.0,29.0,11.0,1.0,0.0,0.0
GETAFE,BARCELONA,1-2,1-0,6.1,5.8,6.9,30,70,7.0,4.0,13.0,2.0,3.0,12.0,69.0,11.0,29.0,15.0,2.0,0.0,0.0,1.0,5.0,7.0,1.0,4.0,23.0,90.0,4.0,14.0,14.0,4.0,0.0,0.0
REAL BETIS,DEPORTIVO,2-1,1-1,6.1,6.6,5.6,62,38,5.0,7.0,17.0,5.0,6.0,19.0,84.0,15.0,15.0,13.0,2.0,0.0,0.0,5.0,3.0,12.0,4.0,4.0,16.0,76.0,12.0,28.0,19.0,3.0,0.0,0.0
ATLETICO MADRID,MÁLAGA,1-0,0-0,3.6,6.2,6.2,66,34,9.0,4.0,17.0,4.0,8.0,29.0,87.0,8.0,10.0,9.0,2.0,0.0,0.0,2.0,4.0,9.0,3.0,4.0,20.0,75.0,13.0,39.0,15.0,2.0,0.0,0.0
ALAVÉS,VILLARREAL,0-3,0-1,5.5,5.0,7.9,48,52,7.0,2.0,16.0,7.0,2.0,21.0,81.0,17.0,15.0,12.0,2.0,0.0,0.0,4.0,6.0,16.0,6.0,3.0,17.0,84.0,12.0,26.0,25.0,2.0,0.0,0.0
GIRONA,SEVILLA FC,0-1,0-0,4.0,5.4,6.8,45,55,9.0,0.0,14.0,5.0,8.0,22.0,82.0,16.0,12.0,14.0,2.0,0.0,0.0,3.0,8.0,13.0,2.0,1.0,22.0,85.0,13.0,31.0,19.0,5.0,0.0,0.0
LAS PALMAS,ATHLETIC,1-0,0-0,4.4,6.9,5.3,55,45,8.0,3.0,12.0,1.0,7.0,19.0,80.0,10.0,15.0,12.0,2.0,0.0,0.0,3.0,5.0,11.0,3.0,6.0,11.0,78.0,15.0,20.0,19.0,3.0,0.0,0.0
REAL SOCIEDAD,REAL MADRID,1-3,1-2,6.7,5.4,7.2,50,50,5.0,5.0,10.0,0.0,4.0,13.0,85.0,7.0,16.0,12.0,3.0,0.0,0.0,7.0,6.0,18.0,5.0,6.0,22.0,84.0,5.0,21.0,15.0,2.0,0.0,0.0
ESPANYOL,CELTA,2-1,2-0,4.7,7.1,6.0,35,65,3.0,3.0,9.0,3.0,3.0,22.0,73.0,10.0,16.0,12.0,1.0,0.0,0.0,6.0,1.0,11.0,4.0,5.0,28.0,85.0,12.0,11.0,14.0,4.0,0.0,0.0
VALENCIA,MÁLAGA,5-0,1-0,6.4,8.9,4.6,49,51,2.0,11.0,16.0,3.0,4.0,17.0,82.0,14.0,27.0,9.0,0.0,0.0,0.0,6.0,2.0,11.0,3.0,9.0,32.0,83.0,14.0,24.0,10.0,1.0,0.0,0.0
BARCELONA,EIBAR,6-1,2-0,7.5,8.8,4.3,61,39,1.0,10.0,11.0,0.0,7.0,24.0,86.0,6.0,13.0,4.0,0.0,0.0,0.0,6.0,4.0,13.0,3.0,7.0,15.0,78.0,12.0,16.0,9.0,2.0,0.0,0.0
ATHLETIC,ATLETICO MADRID,1-2,0-0,7.4,5.5,6.6,56,44,5.0,7.0,12.0,0.0,6.0,22.0,81.0,21.0,13.0,12.0,0.0,0.0,0.0,5.0,9.0,16.0,2.0,0.0,19.0,80.0,17.0,33.0,12.0,2.0,0.0,0.0
LEGANÉS,GIRONA,0-0,0-0,2.4,5.4,6.6,58,42,7.0,1.0,12.0,4.0,6.0,26.0,72.0,25.0,12.0,19.0,2.0,0.0,0.0,7.0,0.0,10.0,3.0,3.0,21.0,63.0,19.0,32.0,20.0,3.0,0.0,0.0
DEPORTIVO,ALAVÉS,1-0,1-0,3.5,6.7,5.2,57,43,9.0,3.0,15.0,3.0,5.0,27.0,81.0,19.0,10.0,16.0,0.0,0.0,0.0,4.0,3.0,8.0,1.0,2.0,22.0,77.0,20.0,25.0,19.0,2.0,0.0,0.0
REAL MADRID,REAL BETIS,0-1,0-0,5.7,6.3,6.2,60,40,14.0,7.0,27.0,6.0,12.0,21.0,87.0,11.0,1.0,13.0,0.0,0.0,0.0,5.0,4.0,12.0,3.0,3.0,5.0,82.0,13.0,37.0,11.0,3.0,0.0,0.0
SEVILLA FC,LAS PALMAS,1-0,0-0,3.7,6.9,5.7,59,41,3.0,9.0,14.0,2.0,12.0,24.0,85.0,19.0,7.0,21.0,2.0,0.0,0.0,6.0,0.0,7.0,1.0,0.0,19.0,79.0,13.0,36.0,8.0,2.0,0.0,0.0
VILLARREAL,ESPANYOL,0-0,0-0,2.7,6.1,6.2,54,46,7.0,5.0,14.0,2.0,5.0,17.0,81.0,19.0,22.0,17.0,5.0,0.0,0.0,7.0,3.0,10.0,0.0,5.0,24.0,75.0,25.0,22.0,10.0,2.0,0.0,0.0
CELTA,GETAFE,1-1,1-0,4.4,6.6,6.2,66,34,3.0,4.0,8.0,1.0,3.0,16.0,82.0,17.0,16.0,9.0,2.0,0.0,0.0,3.0,3.0,10.0,4.0,2.0,23.0,66.0,13.0,30.0,21.0,4.0,0.0,0.0
LEVANTE,REAL SOCIEDAD,3-0,1-0,6.0,7.6,5.0,32,68,3.0,9.0,13.0,1.0,3.0,23.0,68.0,9.0,32.0,13.0,2.0,0.0,0.0,9.0,3.0,13.0,1.0,6.0,16.0,85.0,13.0,11.0,11.0,1.0,1.0,0.0
ATLETICO MADRID,SEVILLA FC,2-0,0-0,4.5,7.0,6.0,39,61,4.0,4.0,13.0,5.0,7.0,27.0,79.0,11.0,25.0,11.0,4.0,0.0,0.0,5.0,0.0,11.0,6.0,6.0,25.0,84.0,12.0,20.0,17.0,3.0,0.0,0.0
ALAVÉS,REAL MADRID,1-2,1-2,7.3,5.0,7.2,33,67,3.0,3.0,8.0,2.0,5.0,12.0,75.0,8.0,25.0,19.0,5.0,0.0,0.0,8.0,8.0,21.0,5.0,13.0,21.0,89.0,8.0,12.0,19.0,2.0,0.0,0.0
MÁLAGA,ATHLETIC,3-3,1-1,9.7,5.9,6.7,46,54,5.0,7.0,16.0,4.0,6.0,23.0,78.0,19.0,12.0,16.0,6.0,1.0,0.0,0.0,7.0,8.0,1.0,1.0,22.0,82.0,15.0,34.0,8.0,2.0,0.0,0.0
GIRONA,BARCELONA,0-3,0-1,4.9,4.5,7.5,40,60,8.0,2.0,13.0,3.0,9.0,14.0,77.0,9.0,11.0,21.0,3.0,0.0,0.0,4.0,5.0,9.0,0.0,3.0,18.0,86.0,7.0,16.0,5.0,0.0,0.0,0.0
ESPANYOL,DEPORTIVO,4-1,2-0,6.8,7.0,4.9,37,63,10.0,5.0,17.0,2.0,4.0,14.0,78.0,9.0,24.0,16.0,1.0,0.0,0.0,10.0,6.0,21.0,5.0,6.0,23.0,85.0,11.0,17.0,7.0,2.0,0.0,0.0
GETAFE,VILLARREAL,4-0,0-0,5.6,8.4,4.3,40,60,8.0,8.0,17.0,1.0,7.0,23.0,68.0,18.0,16.0,11.0,1.0,0.0,0.0,4.0,1.0,6.0,1.0,4.0,23.0,80.0,18.0,16.0,16.0,4.0,0.0,0.0
LAS PALMAS,LEGANÉS,0-2,0-0,4.1,6.0,6.8,71,29,2.0,3.0,8.0,3.0,3.0,23.0,88.0,12.0,10.0,10.0,1.0,0.0,0.0,3.0,3.0,9.0,3.0,2.0,16.0,73.0,14.0,25.0,15.0,3.0,0.0,0.0
EIBAR,CELTA,0-4,0-3,5.0,4.3,8.1,50,50,4.0,0.0,9.0,5.0,4.0,30.0,72.0,21.0,9.0,14.0,2.0,0.0,0.0,3.0,6.0,11.0,2.0,4.0,34.0,71.0,8.0,19.0,5.0,1.0,0.0,0.0
REAL SOCIEDAD,VALENCIA,2-3,1-1,9.0,5.7,6.4,58,42,8.0,6.0,18.0,4.0,7.0,26.0,88.0,8.0,15.0,11.0,2.0,1.0,0.0,4.0,4.0,13.0,5.0,6.0,12.0,81.0,11.0,26.0,13.0,6.0,1.0,0.0
REAL BETIS,LEVANTE,4-0,0-0,5.7,8.3,4.6,68,32,7.0,6.0,14.0,1.0,6.0,11.0,92.0,10.0,17.0,9.0,1.0,0.0,0.0,6.0,1.0,8.0,1.0,3.0,17.0,77.0,8.0,12.0,5.0,0.0,0.0,0.0
CELTA,GIRONA,3-3,2-2,9.5,6.3,6.6,64,36,6.0,9.0,16.0,1.0,5.0,16.0,86.0,14.0,7.0,9.0,2.0,0.0,0.0,4.0,5.0,9.0,0.0,6.0,16.0,71.0,15.0,15.0,17.0,5.0,0.0,0.0
DEPORTIVO,GETAFE,2-1,0-0,6.5,7.2,4.3,63,37,4.0,9.0,15.0,2.0,8.0,24.0,78.0,17.0,25.0,16.0,6.0,0.0,0.0,5.0,3.0,10.0,2.0,5.0,25.0,57.0,15.0,20.0,21.0,3.0,0.0,0.0
SEVILLA FC,MÁLAGA,2-0,0-0,4.0,6.8,5.5,63,37,7.0,5.0,12.0,0.0,4.0,22.0,82.0,20.0,25.0,11.0,2.0,0.0,0.0,4.0,3.0,10.0,3.0,6.0,19.0,71.0,13.0,16.0,12.0,1.0,0.0,0.0
LEVANTE,ALAVÉS,0-2,0-1,4.0,5.4,6.7,63,37,8.0,0.0,13.0,5.0,8.0,25.0,82.0,8.0,17.0,11.0,2.0,0.0,0.0,5.0,3.0,8.0,0.0,4.0,22.0,75.0,14.0,25.0,18.0,4.0,0.0,0.0
LEGANÉS,ATLETICO MADRID,0-0,0-0,2.2,6.6,6.4,39,61,2.0,3.0,7.0,2.0,2.0,22.0,70.0,23.0,38.0,13.0,2.0,0.0,0.0,4.0,2.0,11.0,5.0,6.0,22.0,79.0,17.0,22.0,13.0,1.0,0.0,0.0
REAL SOCIEDAD,REAL BETIS,4-4,2-2,9.7,6.3,6.6,56,44,5.0,6.0,18.0,7.0,12.0,23.0,85.0,6.0,11.0,9.0,3.0,0.0,0.0,3.0,6.0,10.0,1.0,5.0,16.0,79.0,11.0,34.0,17.0,3.0,0.0,0.0
BARCELONA,LAS PALMAS,3-0,0-0,6.0,7.7,5.0,48,52,6.0,10.0,22.0,6.0,8.0,14.0,88.0,3.0,9.0,10.0,5.0,0.0,0.0,8.0,1.0,11.0,2.0,3.0,17.0,86.0,2.0,15.0,11.0,1.0,0.0,0.0
VILLARREAL,EIBAR,3-0,1-0,5.2,7.7,5.0,59,41,5.0,6.0,12.0,1.0,6.0,26.0,80.0,18.0,25.0,15.0,2.0,0.0,0.0,6.0,1.0,8.0,2.0,3.0,20.0,71.0,20.0,18.0,9.0,1.0,0.0,0.0
VALENCIA,ATHLETIC,3-2,2-0,8.5,6.3,5.4,39,61,2.0,6.0,10.0,2.0,2.0,22.0,77.0,20.0,22.0,18.0,3.0,0.0,0.0,8.0,6.0,16.0,2.0,8.0,16.0,83.0,23.0,11.0,16.0,4.0,0.0,0.0
REAL MADRID,ESPANYOL,2-0,1-0,5.5,7.5,5.1,64,36,10.0,8.0,23.0,5.0,10.0,20.0,91.0,8.0,11.0,8.0,2.0,0.0,0.0,4.0,3.0,8.0,1.0,3.0,11.0,80.0,13.0,25.0,10.0,2.0,0.0,0.0
ESPANYOL,LEVANTE,0-0,0-0,3.4,6.4,6.0,58,42,9.0,6.0,21.0,6.0,9.0,20.0,78.0,30.0,20.0,9.0,2.0,0.0,0.0,8.0,3.0,13.0,2.0,4.0,20.0,68.0,17.0,26.0,13.0,3.0,0.0,0.0
ATHLETIC,SEVILLA FC,1-0,1-0,3.9,5.9,6.0,42,58,5.0,2.0,13.0,6.0,6.0,19.0,68.0,33.0,30.0,18.0,5.0,0.0,0.0,7.0,6.0,15.0,2.0,6.0,15.0,79.0,16.0,30.0,9.0,5.0,0.0,0.0
GETAFE,REAL MADRID,1-2,0-1,5.8,5.8,6.9,31,69,5.0,3.0,8.0,0.0,4.0,19.0,68.0,8.0,24.0,23.0,2.0,0.0,0.0,6.0,6.0,16.0,4.0,7.0,26.0,85.0,15.0,21.0,8.0,3.0,0.0,0.0
ALAVÉS,REAL SOCIEDAD,0-2,0-0,4.3,5.4,7.3,26,74,6.0,0.0,8.0,2.0,4.0,25.0,71.0,12.0,26.0,11.0,1.0,0.0,0.0,3.0,6.0,14.0,5.0,9.0,27.0,89.0,14.0,16.0,7.0,1.0,0.0,0.0
ATLETICO MADRID,BARCELONA,1-1,1-0,5.2,6.4,6.9,31,69,1.0,4.0,5.0,0.0,2.0,17.0,75.0,3.0,28.0,12.0,3.0,0.0,0.0,5.0,7.0,15.0,3.0,1.0,19.0,89.0,15.0,11.0,10.0,2.0,0.0,0.0
EIBAR,DEPORTIVO,0-0,0-0,2.4,5.9,6.6,55,45,5.0,3.0,12.0,4.0,10.0,33.0,77.0,16.0,20.0,9.0,2.0,0.0,0.0,6.0,2.0,8.0,0.0,1.0,26.0,72.0,11.0,32.0,11.0,2.0,0.0,0.0
GIRONA,VILLARREAL,1-2,1-2,6.6,5.6,6.3,52,48,13.0,5.0,26.0,8.0,8.0,28.0,81.0,19.0,8.0,12.0,3.0,0.0,0.0,4.0,3.0,10.0,3.0,1.0,18.0,80.0,13.0,52.0,20.0,4.0,0.0,0.0
MÁLAGA,LEGANÉS,0-2,0-0,5.2,5.1,7.0,55,45,5.0,5.0,13.0,3.0,4.0,24.0,75.0,15.0,16.0,21.0,3.0,1.0,0.0,8.0,9.0,19.0,2.0,2.0,24.0,68.0,21.0,18.0,21.0,3.0,0.0,0.0
REAL BETIS,VALENCIA,3-6,0-2,10.0,4.9,7.8,59,41,6.0,6.0,13.0,1.0,7.0,17.0,87.0,13.0,10.0,11.0,1.0,0.0,0.0,3.0,9.0,13.0,1.0,5.0,16.0,82.0,11.0,21.0,11.0,4.0,0.0,0.0
LAS PALMAS,CELTA,2-5,0-2,10.0,5.7,6.6,59,41,10.0,11.0,24.0,3.0,14.0,16.0,87.0,12.0,6.0,13.0,2.0,0.0,0.0,4.0,7.0,14.0,3.0,3.0,11.0,79.0,10.0,30.0,12.0,1.0,0.0,1.0
LEVANTE,GETAFE,1-1,0-0,3.9,6.1,6.6,51,49,2.0,1.0,5.0,2.0,3.0,25.0,73.0,28.0,18.0,18.0,1.0,0.0,0.0,2.0,5.0,9.0,2.0,2.0,30.0,69.0,16.0,20.0,16.0,3.0,0.0,0.0
REAL BETIS,ALAVÉS,2-0,1-0,4.3,7.1,5.5,69,31,6.0,5.0,12.0,1.0,6.0,17.0,90.0,4.0,18.0,18.0,2.0,0.0,0.0,4.0,3.0,7.0,0.0,5.0,20.0,74.0,10.0,14.0,9.0,2.0,0.0,0.0
VALENCIA,SEVILLA FC,4-0,1-0,7.0,7.7,4.9,52,48,5.0,8.0,18.0,5.0,7.0,9.0,82.0,17.0,17.0,15.0,2.0,0.0,0.0,6.0,5.0,17.0,6.0,10.0,16.0,78.0,16.0,17.0,21.0,4.0,0.0,0.0
BARCELONA,MÁLAGA,2-0,1-0,4.5,6.8,6.0,66,34,5.0,4.0,12.0,3.0,4.0,17.0,90.0,9.0,7.0,10.0,1.0,0.0,0.0,5.0,5.0,13.0,3.0,3.0,15.0,80.0,8.0,20.0,11.0,4.0,0.0,0.0
VILLARREAL,LAS PALMAS,4-0,0-0,7.1,8.3,4.2,51,49,9.0,9.0,25.0,7.0,9.0,11.0,87.0,8.0,19.0,14.0,1.0,0.0,0.0,8.0,5.0,16.0,3.0,6.0,15.0,84.0,8.0,25.0,9.0,5.0,0.0,0.0
CELTA,ATLETICO MADRID,0-1,0-1,4.0,6.2,6.0,67,33,6.0,8.0,19.0,5.0,4.0,17.0,86.0,21.0,11.0,13.0,3.0,0.0,0.0,2.0,2.0,4.0,0.0,4.0,17.0,75.0,12.0,23.0,19.0,5.0,0.0,0.0
LEGANÉS,ATHLETIC,1-0,0-0,3.3,6.6,5.7,38,62,7.0,4.0,16.0,5.0,4.0,26.0,68.0,21.0,33.0,15.0,3.0,0.0,0.0,5.0,1.0,7.0,1.0,3.0,17.0,77.0,27.0,20.0,16.0,4.0,0.0,0.0
REAL MADRID,EIBAR,3-0,2-0,5.4,7.7,5.2,58,42,5.0,7.0,15.0,3.0,5.0,18.0,86.0,10.0,20.0,9.0,1.0,0.0,0.0,7.0,2.0,9.0,0.0,2.0,22.0,82.0,6.0,15.0,7.0,1.0,0.0,0.0
REAL SOCIEDAD,ESPANYOL,1-1,0-1,4.4,6.4,6.1,62,38,6.0,5.0,19.0,8.0,10.0,28.0,86.0,13.0,13.0,11.0,3.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,21.0,73.0,10.0,31.0,15.0,4.0,0.0,0.0
DEPORTIVO,GIRONA,1-2,0-1,5.9,5.6,6.2,61,39,6.0,6.0,15.0,3.0,9.0,26.0,82.0,6.0,22.0,9.0,3.0,0.0,0.0,5.0,6.0,13.0,2.0,7.0,19.0,72.0,17.0,37.0,16.0,8.0,0.0,0.0
ALAVÉS,VALENCIA,1-2,0-1,5.8,5.6,6.5,45,55,5.0,6.0,16.0,5.0,6.0,24.0,75.0,15.0,19.0,19.0,5.0,0.0,0.0,3.0,2.0,7.0,2.0,4.0,21.0,78.0,19.0,22.0,18.0,1.0,0.0,0.0
ATLETICO MADRID,VILLARREAL,1-1,0-0,5.4,6.8,6.4,45,55,8.0,6.0,18.0,4.0,11.0,17.0,81.0,19.0,14.0,13.0,0.0,0.0,0.0,2.0,4.0,12.0,6.0,6.0,16.0,79.0,15.0,20.0,20.0,4.0,0.0,0.0
